"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
-95.722297668457,36.0543975830078,"4.16.21.154","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",4,5,2,1,3,7,6,8,"About the same","Slightly more vulnerable","Yes",10,"0",0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Strongly disagree","Millard Fillmore",33,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",28,"Urban","Visit the area for recreation/tourism","0","0","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$40,000 - $49,999","Democrat","0","Liberal","My thoughts on the Kiamichi watershed","Pass"
-97.2725982666016,35.4718017578125,"72.198.1.168","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Slightly likely",3,6,1,2,4,5,8,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",50,"0",0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",55,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",18,"Suburban","Oklahoma City metro area resident","0","Hiked","Camped","0","Biked for recreation","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","2 year degree","Employed full time","$50,000 - $59,999","Independent","0","&nbsp;","Not Sure","Pass"
-97.5232009887695,35.4234008789062,"204.87.69.143","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"The opposition attorney",0,"0","Neither likely nor unlikely",2,1,4,3,5,8,7,6,"Slightly more vulnerable","Much more vulnerable","No",0,"I do not have the financial means to provide support.",0,0,0,0,0,0,0,0,15,30,10,20,15,5,5,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",35,"Female","0","Black or African American","0","0",0,"0","0","0","Yes","Oklahoma",20,"Suburban","Oklahoma City metro area resident","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","Professional degree","Employed full time","$40,000 - $49,999","Independent","0","Liberal","i don't know","Pass"
-95.9456024169922,36.0605926513672,"76.200.122.218","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"Out of state lobby representative","Extremely likely",3,4,6,1,2,5,8,7,"Moderately more vulnerable","Moderately less vulnerable","No",0,"I think this is an important issue especially since I live in Tulsa, Oklahoma, but right now I'm lacking the finances to be able to chip in.",0,0,0,0,0,0,0,0,40,20,0,10,20,10,0,0,"0","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",31,"Male","White","0","0","0",0,"Hispanic","0","0","Yes","Tulsa",31,"Urban","No Relationship","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","High school graduate","Employed part time","$10,000 - $19,999","Independent","0","&nbsp;","Our agreement with OKC being able to use and access the river's water, and how we feel about allocating the river's resources.","Pass"
-94.8279037475586,36.7418060302734,"108.89.124.245","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",2,5,4,1,3,6,8,7,"About the same","Much more vulnerable","Yes",5,"0",0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Disagree","Millard Fillmore",63,"Female","White","0","0","0",0,"0","0","0","Yes","Ottawa",63,"Rural","No Relationship","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","4 year degree","Retired","$10,000 - $19,999","Democrat","0","Liberal","to get a sense of how Oklahomans regard the health of our rivers and watersheds.","Pass"
-97.5706024169922,35.4884033203125,"72.198.74.135","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",6,3,1,7,8,2,4,5,"Slightly more vulnerable","Moderately more vulnerable","Yes",20,"0",2,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",57,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",48,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Employed full time","$30,000 - $39,999","Democrat","0","Liberal","0","Pass"
-97.2725982666016,35.4718017578125,"72.198.5.241","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately unlikely",3,2,5,4,1,8,6,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",25,"0",5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",39,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",20,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","High school graduate","Employed part time","$30,000 - $39,999","Democrat","0","&nbsp;","0","Pass"
-97.4788970947266,35.335205078125,"174.236.0.31","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"An attorney for the city",0,"0","Extremely likely",2,8,1,3,5,7,6,4,"Moderately more vulnerable","Much more vulnerable","Yes",10,"0",1,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Disagree","Millard Fillmore",31,"Male","White","0","0","0",0,"0","0","0","Yes","Major",5,"Rural","No Relationship","0","Hiked","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","High school graduate","Employed full time","$30,000 - $39,999","Independent","0","&nbsp;","awareness of how riverwatersheds affect us","Pass"
-81.6221008300781,28.6343994140625,"107.77.234.96","No Message Control","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",0,"0","Moderately likely",4,2,1,3,5,7,6,8,"0","Much more vulnerable","No",0,"We have other financial goals and obligations that are important to us that come first and there is not much leftover outside of those.",0,0,0,0,0,0,0,0,5,25,50,0,10,10,0,0,"0","0","0","0","0","0","0","0","0","Strongly disagree","Millard Fillmore",34,"Female","White","0","0","0",0,"0","0","0","Yes","McCurtain",34,"Rural","No Relationship","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","2 year degree","Unemployed not looking for work","$50,000 - $59,999","Democrat","0","Neither/Even Split","Personal opinion on the watershed and if I would donate money.","Pass"
-94.8719024658203,36.8764038085938,"23.120.184.109","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",2,4,3,1,8,5,6,7,"About the same","About the same","No",0,"can't afford it right now",0,0,0,0,0,0,0,0,30,15,0,30,10,5,5,5,"0","0","0","0","0","0","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",51,"Male","White","0","0","0",0,"0","0","0","Yes","Rogers",42,"Suburban","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Employed full time","$70,000 - $79,999","Republican","0","&nbsp;","no idea","Pass"
-96.7018966674805,33.0202941894531,"173.239.232.42","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Slightly unlikely",2,4,3,1,5,6,7,8,"Much more vulnerable","Moderately more vulnerable","Yes",100,"0",10,10,10,20,20,10,10,10,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Somewhat agree","Millard Fillmore",44,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",30,"Suburban","Visit the area for recreation/tourism","0","0","Camped","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","0","Visited a local park","0","0","Professional degree","Employed full time","$20,000 - $29,999","Democrat","0","Neither/Even Split","Peoples opinion and if they react or not to the world around them","Pass"
-97.4788970947266,35.335205078125,"70.182.95.118","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,3,5,2,4,6,7,8,"About the same","Slightly more vulnerable","Yes",25,"0",10,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",35,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",35,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","2 year degree","Employed full time","$80,000 - $89,999","Republican","0","Neither/Even Split","The importance of certain aspects of the watershed and if a person is willing to support the benefit monetarily.","Pass"
-96.6682968139648,35.2521057128906,"74.196.100.161","Message 1 OKC","I AGREE to participate",1,"A little","None at all","0",1,"An attorney for the city",0,"0","Slightly unlikely",2,5,1,4,3,8,6,7,"Moderately more vulnerable","Moderately more vulnerable","No",0,"I am not in a financial position to do so.",0,0,0,0,0,0,0,0,20,0,40,20,20,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","0","Disagree","Zachary Taylor",30,"Female","White","0","0","0",0,"0","0","0","Yes","Seminole",30,"Rural","Visit the area for recreation/tourism","0","Hiked","0","0","0","0","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed part time","Less than $10,000","Democrat","0","&nbsp;","I missed the Kevin Krump (?) in the article but the question about the president really stumped me (according to the survey) what did I miss? I'm sorry if I simply was not attentive enough.\At this point, the whole study could have been about whether I was paying attention but I thought it was about how important Oklahomans thought economic and ecological concerns should be balanced.","Pass"
-97.4272994995117,34.1363983154297,"50.30.97.231","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Moderately likely",4,5,1,2,3,6,8,7,"Slightly more vulnerable","Slightly more vulnerable","No",0,"I would want to, but i dont have enough money.",0,0,0,0,0,0,0,0,15,15,15,10,15,10,10,10,"0","0","0","0","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",27,"Female","White","0","0","0",0,"0","0","0","Yes","Carter",27,"Rural","No Relationship","0","Hiked","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Employed part time","Less than $10,000","Independent","0","&nbsp;","How much people know about the river and the environment.","Pass"
-95.8143005371094,35.9907989501953,"68.14.174.112","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"The opposition attorney",0,"0","Neither likely nor unlikely",2,5,1,3,4,8,7,6,"Moderately more vulnerable","Moderately more vulnerable","No",0,"I already pay taxes that are supposed to be used for things like this.",0,0,0,0,0,0,0,0,20,10,20,50,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",48,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",36,"Suburban","No Relationship","0","0","0","0","0","0","Hunted","0","0","Visited a wildlife refuge or state park","0","Some college","Employed full time","$10,000 - $19,999","Independent","0","Neither/Even Split","no comments","Pass"
-95.9306030273438,36.0283966064453,"70.185.254.51","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",5,3,4,1,2,6,8,7,"Slightly more vulnerable","Moderately more vulnerable","Yes",25,"0",4,5,3,3,3,4,2,1,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",33,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",33,"Suburban","No Relationship","0","Hiked","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","4 year degree","Unemployed not looking for work","$50,000 - $59,999","Democrat","0","Liberal","0","Pass"
-94.9786987304688,35.9093933105469,"24.89.62.245","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Slightly likely",4,5,2,1,3,6,7,8,"Slightly more vulnerable","Slightly more vulnerable","Yes",10,"0",2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","0","Agree","Millard Fillmore",26,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Cherokee",26,"Suburban","No Relationship","0","0","Camped","Gone ""off-roading""","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed part time","$30,000 - $39,999","Democrat","0","Liberal","0","Pass"
